,school,overview,review title,review star,Instructors,Curriculum,Job Assistance,Overall Experience,Comments,pros,cons
1315,General Assembly,4.5/5,GA Developer Bootcamp was an amazing experience,4,4,5,4,4,General Assembly was an amazing experience. It definitely took me from 0 experience to being able to develop projects in multiple different languages. I truly think that this bootcamp gave me a bariety of hands on skills that (speaking with multiple CS degree grads) I wouldn’t  have gotten with a CS degree! Would recommend ,"I think I definitely learned a lot of different ways to create software. Whether it’s actual web pages or creating a React App with a backend, I learned it here.","Sometimes I thought the course was going too fast, and maybe some concepts weren’t fully clearly taught in depth. "
1316,General Assembly,4.5/5,I learned much during my software engineering immersive,4,4,4,5,4,"As a student at GA, we were given a lot of coding material to learn.  To me, if we would have been given a more thorough understanding.of when to use functions, methods and classes, it would have been more beneficial.",I really enjoyed the peer partnering and group projects.,A better curriculum to teach basics first would be more beneficial to future students. When you know when to use a function as opposed to a method is an example of that.
1317,General Assembly,4.5/5,GA is amazing even through a pandemic!,5,5,5,4,5,"I went to GA this past March. I originally went as a on campus student for the UXDI program. 2 weeks in Covid hit and we were switch to the online program. Although everyone was discouraged about how things would transition, my instructors: Lauren, Jennifer, and Anna held everything together. My instructors were always there for me and provided the support I needed to push through. The educational materials were thorough and the work we were given really helped shape me as a designer. GA also...See more","- Really amazing and supportive culture.
- Tons of helpful resources 
- Very intelligent, honest, and helpful instructors and career coaches
- the online program feels 100% UXed ","I wouldn’t say it is a total con but I will say that because of the recent pandemic, new research will need to be in place to strengthen the career coaching methods. "
1318,General Assembly,4.5/5,Good Experience,5,5,5,5,5,"Instructors are very patient to answer the questions, there are a TA can provide help after class. But make sure to sign up with them especially before a project due.","The location is only one block from Bart station, very convenient. Instructor are all nice people and would love to help,","There is only one TA can provide help after class, sometimes is hard to make an appointment."
1319,General Assembly,4.5/5,General Assembly is the way to go!,4,5,5,4,4,"Having zero experience in software engineering but a few years as a computer science student, I came into this course with expectations on learning skills that are relevant to my field. The course contents might seem scary but the instructors do a great job to help you feel comfortable with what is being taught. To sum it up, the course may seem fast but there are plentiful resources available for you to utilize. The lessons I went through were fun and engaging and those lessons lead up to...See more","Resources available throughout the day, whether it be TA hours, class times, or articles written out.
Course content is more than enough for a newcomer to programming or software engineers that teach you how to build full-stack...See more","Having my class online, there was a lot of downtime in terms of questions being asked that the class had to be stopped in order to answer.
"
1320,General Assembly,4.5/5,Extremely Dense and Fast-Paced Program For New Skillset Development,5,5,4,3,5,"The Software Engineering Immersive Remote program lives up to its name, requiring powerful focus across a 12-week span where they can take individuals with no experience to building fully functional applications.  

There are much cheaper, less intense ways to learn how to code, but I always felt like there was a foundational knowledge set that I was missing that kept me from being able to put those free or cheap tools into practice. The foundational understanding that I gained through GA has...See more","The program is extremely time efficient. The material that is covered in 12 weeks is very broad, and provides what I believed was the quickest turn-around possible in my career shift. 

Most of my instructors were very good at keeping the...See more","They aren't kidding when they call it immersive. Class is generally 8 hours a day, plus homework that can be an hour or two depending on your understanding of the concept. If you don't have the ability to ignore just about everything else...See more"
1321,General Assembly,4.5/5,Data Analytics One Week Course,5,5,5,4,5,"I took the one week data analytics course (remote).  It was an intense week of in depth Excel, PostgreSQL, and Tableau.  There were all day lectures, and three projects.  Nigel, my instructor, was awesome! He was so knowledgeable and fun. ","Great instructors, great classmates, real-world applicable skills.  The projects completed could be used in job interviews. ","I'm sure you could find tutorials that are much cheaper that teach the same things.  I really enjoy in person (online) classes, so it was a good choice for me. "
1322,General Assembly,4.5/5,General Assembly is the best !,5,5,5,5,5,My experience with GA’ software engineering immersive program was second to none. All of the instructors worked seamlessly with each other. There was a bee a time where I asked a question and couldn’t get it answered. The curriculum breaks down complex concepts in a way that is very easy to understand. There is no doubt you leave the course feeling like you are officially a software engineer!,Instructors were a perfect team together. ,The only cons is having to go to class every Saturday for six month(if you do the remote option)
1323,General Assembly,4.5/5,Great Instructors,5,5,4,4,5,I took a full time course. 8 hours of class monday-friday with 3-4 hours of assignments most nights as well as projects on the weekends. In the end I really enjoyed the course.,"-Great instructors
-Good pace
-Catalyst program (ISA)
-Help with branding/starting your career",-Strict attendance
1324,General Assembly,4.5/5,General Assembly SEI Graduate,5,5,5,3,5,"I graduated from GA's 12-week in-person Software Engineering Immersive It was cut short due to COVID so I ended up doing eight weeks in person and four weeks online. The in-person was much more suited to my learning style, and the TA's were much more accessible, but if you're a self-starter who can focus alone, the online learning is professional and definitely works. 

In terms of feeling overwhelmed, I would say in all honesty I felt overwhelmed every single day, until I didn't, if that makes...See more","Accessible and well-planned curriculum, with practices, labs, and projects that tie everything you learned that week together. Great resources in-house, from instructors to TAs to online resources and portals. Fun projects and positive...See more","Outcomes support is what you make of it, but it can be hard to stay on top of, especially during this particularly trying time in terms of the job market. The pace is very fast, so if you aren't 100% committed, this isn't the program for...See more"
1325,General Assembly,4.5/5,GA Software Engineering Immersive,5,4,4,5,5,"Overall, I loved my experience at GA. The staff and instructors are very supportive, and I felt like a learned a TON of practical material. ","You can come into this course with very little programming knowledge, and leave with the ability to build a full stack application. ","Sometimes class sessions go only as quickly as the students with less experience can absorb the material. There is ""required"" pre-work that should be completed before the course starts, but it was pretty clear that a handful of folks did...See more"
1326,General Assembly,4.5/5,GA Software Engineering Immersive,5,4,4,5,5,"Overall, I loved my experience at GA. The staff and instructors are very supportive, and I felt like a learned a TON of practical material. ","You can come into this course with very little programming knowledge, and leave with the ability to build a full stack application. ","Sometimes class sessions go only as quickly as the students with less experience can absorb the material. There is ""required"" pre-work that should be completed before the course starts, but it was pretty clear that a handful of folks did...See more"
1327,General Assembly,4.5/5,Outstanding Learning Experience - Exceeded Expectations,5,5,5,3,5,"I had a wonderful learning experience with General Assembly.  I took the User Experience Design Immersive Remote Bootcamp March-June 2020.  The course was taught by two instructors, one specializing in research and the other in UI design.  They were the perfect combination and gave our cohort a very comprehensive understanding of UX/UI Design and what it takes to excel in the field.  Over the course of the 12 weeks we completed four projects and created a design portfolio, really preparing us...See more","- Real world experience.  We were paired with actual clients for our final project.
- Project-based learning and lots of group exercises.  
- Finished the course with 4 projects and a portfolio.
- High caliber instructional team and peers.",- The course is expensive. 
1328,General Assembly,4.5/5,UXDI General Assembly,4,5,4,5,4,"Overall my experience was a good experience. I was in a cohort with like-minded people and they really helped me with these stressful times. Whatever I was going through, they were going through too. You are given different things to learn each day and a total of 5 projects to help you further understand UX and the UX industry. Additionally career coaches are there to help you with securing your full time offer. ","It does a great job covering different skillsets, terms, and methods within 10 weeks. Has great support of instructors as well as career coach. Additionally you are given a project 5 which you work with actual clients. ","It's really expensive and you really have to be able to keep up with the fast paced curriculum or else you will fall behind. 
Sometimes the clients you are paired with in the Project 5, aren't as cooperative but that can be lesson applied...See more"
1329,General Assembly,4.5/5,UX Design Part-Time Online course,5,5,5,3,5,"Completed the course on April 2020. I loved the setting of meeting the instructor and classmates through Zoom. We did a lot of practice exercises with groups which showed me how to work as a team. I wish there was more guidance in creating a course to make a Portfolio but other than that, great course for beginners or anyone looking for a career change. Since Im new to this field, I am currently working on my Portfolio.","Class meeting weekly. 
Teamwork. 
Practicing with classmates. 
Able to get in contact with instructors through Slack. ",Portfolio and case study guidance. 
1330,General Assembly,4.5/5,Software engineering immersive,5,5,4,4,5,"The 12 weeks long program for Software Engineering at GA was very rigorous, packed with lots of works and lecture. In class lecture and lab was about 8 hours a day and homework expected to be 1-2 hours a day. Full stack program from front end to back end. You'll learn a lot from this program. Instructors are very helpful, each class will be held by two instructors that provide enough supports and help if you have question or struggle. Flexible office hours for projects and homework are really...See more","Before you get accepted to the program and start class, you'll need to work through their fundamental html and css module which last about 8-10 hours. Then you'll be interviewed by a coordinator to guide you to next step (behavior and...See more","The program is consider a little short, only 12 weeks so the focus is to equip students with skills sets required for developer/software engineer jobs. I think it could use some more time purely for algorithm/data structure/sortings/binary...See more"
1331,General Assembly,4.5/5,General Assembly UX Design Immersive,5,5,4,4,5,"This program was an amazing in-depth study of UX design methods and processes. It is an intense program that is a full-time commitment, but worth every dollar and hour spent. Highly recommend for anyone career transitioning into the design field. ","Highly focused on user research methods, several hands-on projects (individual and group). The final client project is the most significant chapter, as you are teamed up with a real-world client and get to work in real time, as well as...See more",Not highly focused on UI/visual design - you will need to learn pixel perfect design strategies in your own time. 
1332,General Assembly,4.5/5,A great jump off point to start a new career,5,5,4,5,5,A welcoming environment that aims to guide individuals to a new career. As a graduate from their Software Engineering Immersive (SEI) I was given a solid foundation in many of the fundamentals in full stack development. ,"* A wide selection of technologies from both a front end and a back end perspective.
* Knowledgeable instructors and teaching assistants (usually former students)
* Fun projects that gradually increase in difficulty 
* Strong hands on...See more","* A wide selection of topics to learn from but lacking in depth. 
"
1333,General Assembly,4.5/5,Great Environment,4,5,4,3,4,"I entered GA’s bootcamp soon after graduating high school, so I was a bit nervous to be around people who were a lot older than me. However, everybody was super friendly, and made the experience a lot more fun. The workload I was assigned was very manageable, and the instructors were cool and easy to approach for help.",The instructors were super friendly and always willing to help. Their lessons were also easy to understand.,I felt that the job search portion of the bootcamp was poorly done; I expected more help with making my resume and portfolio.
1334,General Assembly,4.5/5,One of the pros to my 2020,5,5,5,5,5,"A lot like others, I didn't know which boot camp would be the best fit for me, but you really never know until you actually go through one. Keeping time and money in mind, General Assembly made the most sense for me to choose. They have a great program for learning the necessary coding skills and providing full outcomes support throughout your job search. Think you LinkedIn profile is fine? Think again, they help you refine everything down to the smallest detail. General Assembly is the real...See more","They are so good at breaking down concepts, whether it's on git, functional components, JavaScript fundamentals, or even babel. The instructors are amazing and add humor here and there, which is great when working in such an unfamiliar...See more",I cannot think of cons. Missed a class? Class recordings are available. Don't understand something? Instructors are available via Slack and there are office hours with TA's on a daily basis at night. 
1335,General Assembly,4.5/5,"Great Instructors, Good Curriculum, Meh Job Support",5,5,4,2,5,"The instructors were great and engaging. Not only did they display compassion and empathy, but they were also willing to show their vulnerability, especially due to the sudden change from in-person to online learning. They adapted with ease, and we managed to learn a lot still. I wish they spent more time on algorithms and coding interviews, though. But, I do have a very good foundation in Javascript, HTML, CSS, and Python to build from.
My big gripe is the effort the career coach puts in....See more","Excellent, empathetic instructors
Fun projects
Payment plan available
Lifelong friends made along the way","On the expensive side
Not enough emphasis on algorithms and coding interviews
The career coach's efforts were lackluster"
1336,General Assembly,4.5/5,Strong Entry-Level Data Discover Course,5,5,5,4,5,"The Data Analysis course is a great gateway into the world of data analysis. The course covers key concepts of Excel, SQL, and Tableau. Over the course, there are three capstone projects, all of which require material preparation and a presentation. The course is in-depth without being too challenging. The instructors are very knowledgeable on the topic, and are very attentive to the classes needs. Office hours and email responses from the instructors also really sets this course apart from a...See more","-super organized, good content
-in-depth instruction
-projects and coursework reinforce main concepts strategically and easily
-lots of independent work","-little room for advanced feature deep dives
-if you're entering really strong in one aspect of the course, can seem a little slow at times
-interview prep and career guidance is reactive"
1337,General Assembly,4.5/5,A worthwhile experience,5,5,5,5,5,"A tough, but rewarding experience that focuses on setting you up for success, and getting hired. The curriculum is project based, and you come out of the program with a handful of basic apps and a working portfolio site. Though the time constraints of the course don't always let you dive as deep as you'd like into a subject, you are still left with a strong foundation in full stack development. Additional resources are regularly offered to expand on most topics, but realistically, you'll...See more","Solid program with skilled instructors and an interesting project based curriculum. Instructors were supportive and generous with their time, and were regularly willing to help students outside of class hours, and even after graduation.",There are some things that I wish were communicated differently during the admissions process. I bought a really expensive Macbook Pro for the course because I needed a new laptop and was told that was the industry standard. Turns out half...See more
1338,General Assembly,4.5/5,I love GA!,4,4,4,4,4,"the only reason i didn't give 5 stars for everything is that I recognize that would mean they'd have to be perfect and no one is perfect haha.

overall, I loved my time and GA and feel so incredibly lucky and grateful to have had this learning opportunity and to have grown so much from this experience. i know that my experience is unique to me though so I cannot say that whatever I experience will be true for everyone.",- great staff who are truly invested in your growth and success. and we had three staff in our class! i think that's how it usually is? so the teacher to student ratio is nice. it also never feels authoritative. teachers are very receptive...See more,"- nothings perfect, you'll always have days where material just doesn't stick or you're just not that into it
- super fast! you learn a lot and do a lot almost the entire program. there are breaks here and there, but you do feel pretty...See more"
1339,General Assembly,4.5/5,I would not recommned,1,3,1,1,1,"I completed a UX course in 2019, and I wouldn't recommend GA UX immersive to anyone unless you just have free time and extra cash to spend. I'm writing this review for someone like I used to be, so they do not repeat my mistake.
I'm not coming from a design background but I do have a college degree, customer experience, sales, and marketing experience for over 5 years. 

What I liked: some teachers were interesting and smart, I enjoyed their personalities. WeWork space and free coffee perks....See more",read the above information,read above all the cons
1340,General Assembly,4.5/5,Great launchpad for engineering career,5,5,4,3,5,"If you are looking to launch your engineering career, but you don't know where to start, General Assembly has you covered. Don't expect to be an engineering expert by graduation, but you will be exposed to many in-demand technologies which will pave the way for your personal growth.","Enthusiastic instructors who will support and encourage your growth.
Challenging curriculum that will push you out of your comfort zone.
Clean modern learning environment that was comfortable and well-maintained.
","Post-graduation career support is not as valuable as in-class engineering instruction. As a grad, you will need to be clear about your goals and set up a learning & career growth strategy yourself.
Group projects can be frustrating, in...See more"
1341,General Assembly,4.5/5,Amazing experience for career changers,5,5,5,5,5,"Attending General Assembly is proving to be the best professional decision I have ever made. I graduated from a state university with a communications degree and bounced around entry-level positions for 5 years feeling like I missed the boat on being able to enter a field where I could start a real career. It seemed like I was missing a relevant 4-year degree to begin a career in any field that interested me; software engineering being one. 

After lots of self-learning, I discovered the world...See more","- Instructors are amazing
- Curriculum is very challenging and constantly being updated to keep up with the times. I learned that the curriculum for the cohort after mine was a lot different than the one my cohort got. I was initially...See more",There are cheaper boot camps out there. They have an income sharing program available (share part of your income post course to pay for admissions costs) that is a little aggressive. I was fortunate enough to not have to do this program....See more
1342,General Assembly,4.5/5,FEWD - Great Introductory Course / Not worth $4000,3,4,3,1,3,"This is a review of the General Assembly FrontEnd Web Developer course.

Short Version:
This course is not worth $4000 and you will not have the skills needed to become a developer after taking it. This course does help you to build a base from which to grow. If you're interested in becoming a developer I recommend you pick Skillcrush or even Udemy. Both have cheaper courses with more structured content, more resources, job preparation, and provide you with the knowledge necessary to become a...See more","- Set class schedule forces you to be accountable for your learning.
- Friendy teachers.
- Free snacks if you attend in-person.
- Great community","- Price (better content, more resources, cheaper price tag available elsewhere)
- Not enough additional resources are provided.
- Told to google some answers.
- Not ready to become a Developer after taking the course.
- No job prep"
1343,General Assembly,4.5/5,General Assembly Review,4,5,4,4,4,General Assembly provides a rigorous but manageable program that provides people with an interest in breaking into the tech field or further developing their skill set the tools needed to accomplish their goals.,The instructional staff is phenomenal.  They provide well built lessons and the support needed to properly absorb the large amount of material that student s learn in a relatively short time.  The support received from staff during the job...See more,With the enormity of material covered in three short months there are times when a student can feel overwhelmed.  Additionally as the curriculum is constantly evolving from cohort to cohort there are some redundancies in material covered...See more
1344,General Assembly,4.5/5,My Personal General Assembly Review,5,5,4,4,5,"I was very impressed with my time at General Assembly. Starting from the environment, the structure, and the alumni support. I did a lot of research on bootcamps prior to decided to go forward with one, and General Assembly was definitely my top two choices. After visiting their NYC campus I knew that this is the school I wanted to attend. Everyone was very professional, friendly environment and they try to make things as comfortable as possible. Attending a coding bootcamp will be VERY...See more","1. Clean and welcoming campus.

2. Knowledgeable staff during school hours, and there are Teachers Assistant during after hours to help you with homework or concepts you are still struggling on.

3. They have a curriculum structured like...See more","I only have 2 negative points about General Assembly.

1. I understand they try to teach you what is relevant now in the marketplace where you are attending. For me we used Express.JS for the backend while the following cohort used...See more"
1345,General Assembly,4.5/5,Graduate of the Software Engineering Immersive,5,5,5,5,5,I found GA to be exactly what I was looking for: A community driven education that educates you on not only the technical tools to be an engineer but also how to navigate the industry as a professional changing careers from what may not seem to be a relatable field.,"Like the program, the application process was challenging but assumes you have no prior experience in the major.

The instructors are industry professionals and very knowledgeable on many aspects of development not just what they are...See more",I don't have any cons. 
1346,General Assembly,4.5/5,Quality Experience and Program,4,4,5,5,4,The overall experience I had in GA's UXDI program was a good one. The lectures cover all aspects of the UX process and the projects are designed for students to practice what is being taught. ,"Each day covers a certain topic or aspect of the UX process that is broken down into consumable information. As students progress through their projects, tasks and deadlines, so does the information that they're being given. It all aligns...See more","There's 2 main downsides to the GA program:

1. The course can be very overwhelming. It's an expected byproduct of the bootcamp experience but its there non-the-less. The pace of learning is very fast and there are several late and...See more"
1347,General Assembly,4.5/5,GA- Software Engineering Immersive course would highly recommend it,5,4,3,4,5,Overall I had a positive experience with the SEI program.  I would recommend the program to others as a good place to get a foundation for coding. The teachers are great and the IA's were super helpful to help answer any questions you had concerning HW or if you didn't understand something specifically. The campus is pretty nice and it's nice that after you graduate you can still use the space.   I would recommend to stay after class to do your homework with fellow colleagues.  It's helpful to...See more,"- Learned A LOT
- Outcomes is SUPER helpful
- Overall GA staff is interested in helping you succeed. They are very accommodating and will try and help you achieve success in any way they can 
- IA's were super helpful and knowledgeable 
-...See more","- Pre-work is very outdated
- Different teachers for different languages caused a little bit of learning curve to adjust to new teacher
- Super fast paced but given the amount you cover in class it's necessary
"
1348,General Assembly,4.5/5,Data Science Instructors are all remote.,4,4,3,3,4,"Overall a great choice if you don't have to quarantine and you're instructors are not remote. They can get a bit political  - I personally don't mind, but I do have some friends who are more conservative and I'd let them know about that before recommending this school. Be sure to ask if your instructors are remote because they will not tell you ahead of time. You learn a ton at this school - not everything you need to know, but enough to kick start you career and give you a solid foundation. ",I got to meet amazing students who I'm still friends with today and who are likely to be friends for a while. Being able to relate to people and see that they shared similar feelings was great - I didn't feel alone when I was stressed out...See more,"They failed to mention before class started all of our instructors were remote. Most of our lessons were though zoom. This is not a problem for me, but there were not transparent about this - if they had been I would have considered...See more"
1349,General Assembly,4.5/5,General Assembly is worth it,5,5,5,4,5,"I used to be a tv editor, but when I felt like I could not advance any further in my field I decided to take a Software Engineering bootcamp. It's been worth every penny and every moment of frustration and struggle. With several apps under my belt, I'm confident I will find a job that pays well over what I was making at my prior job.","Pros are a wealth of resources. Instructors are ready and willing to help anyone, even if they don't have experience in computer science.  ","The hours are grueling. You will have no personal time, especially on the weekends. You won't be able to have another job so make sure someone can support you during this time. "
1350,General Assembly,4.5/5,Amazing experience with great instructors,5,5,4,5,5,"I started at GA because I thought that it would be the best fit for what I wanted to accomplish with a Bootcamp, and I wasn't wrong. The ability to work remotely and have such an understanding and knowledgable instructors was a godsend. The program taught me industry-leading skills that help me in my career search now.","Instructors
Remote option
Pay after you graduate option
Curriculum helped mold me into a well-rounded dev ","A chance to learn more frameworks would have been nice
More than one group project may have helped with the team skills"
1351,General Assembly,4.5/5,Great primer to data science fundamentals,4,5,5,4,4,"The General Assembly Part-time Data Science program is a concise and comprehensive crash course into data science fundamentals, especially for professionals who are trying to improve their data analysis and statistical modeling skills. The program is also great for anyone who wants a primer on how to build decisioning models. ","Great instructor and curriculum, especially considering the price. Pace of course work and topics was also well done. ",No notable cons.
1352,General Assembly,4.5/5,Will need to sharpen some skills as I graduate.,5,5,5,5,5,"The SEI-Remote program in General Assembly is intense. Condensed top-down practice from Production tools like GitHub and languages from HTML, CSS, and Javascript to ReactJS, Express, MongoDB (non-structured database), and finishing off on introductions to Python, Django, and PostgreSQL (structured database) left me in somewhat of a daze. You will have so much material and tools at the end of it that all you will be doing at the end is reviewing while searching on launching your profession. The...See more",Immense amount of information to help guide you through a junior position role search. The support received from the instructors and the staff was imperative through the intensity of the program.,Small amount of time actually dedicated to Python.
1353,General Assembly,4.5/5,Digital Marketing Program Review,5,5,4,4,5,"I enjoyed my time at GA. I am in sales so took this course to get a better understanding of the marketing side of the business, as the two go hand in hand. The in-person class was super collaborative. I would highly recommend for any of looking to build a foundational understanding of digital marketing!","We went through exercises that you could apply to real life situations during each class. By the time you graduate, you have a portfolio piece that you can use in job interviews! It's nice to have tangible skills leaving a class unlike so...See more","They update their programs every 2 years or so, so some of the data seemed a bit out dated, but our professor did a great job of overcoming that. A lot of topics are covered (digital marketing encompasses so many arenas), so we don't get...See more"
1354,General Assembly,4.5/5,Software Engineering at General Assembly,5,5,5,5,5,"It is a really intense program where every day I learned something different. I was drinking water out of a firefighter hose. However, I enjoyed this style of learning. It kept me motivated and interested in the course. Although, I still have a lot to learn but I feel ready and confident to use my skills. ",Everyday after every new subject there is a homework to help assimilate  the material. At the end of each unit there is a project to help put it all together. ,Although I work better under pressure but I feel a bit more time for some practice could be beneficial. 
1355,General Assembly,4.5/5,They give you the tools,4,5,5,5,4,The instructors were wonderful and want you to succeed. I have learned so much from this boot camp. What you get out of it is what you put into it. Be prepared for long nights and challenging yourself constantly. ,Truly wonderful instructors. They make time to be available to you if you need them. ,We would have homework but it felt like we didn't review it too much or get a lot of feedback. 
1356,General Assembly,4.5/5,Python Programming,4,5,5,4,4,"Overall, I'm glad I took the course. I went into it knowing that I needed structure and a deeper dive than what I was getting through self-study. Great stepping stone to Data Science. ","* The structure/pace/timing of the course 
* The instructor (which can make or break)
* The labs and building my portfolio ","* The hefty price tag - for me, this course was a last resort, but it ended being worth it. 
"
1357,General Assembly,4.5/5,Life-changing experience,5,5,5,5,5,"The education was all around top-notch from the career coaches, to instructors, to the student experience counselor ""fairy godmother"" of GA. Their campus is one of the most beautiful locations I could imagine for a school in Boston, with immense natural lighting and universal design in a new building. I made multiple lifetime friendships and frankly, it was amazing to hang out with so many likeminded engineers. It was a joy every day.","I loved that GA taught us the web all the way from HTML (1990) to JavaScript (1995) to the jQuery library (2006), to Node.js (2009), to React (2015) and even modern react Hooks (2018), so you get a great overview of the entire Web. It's...See more","The students who were brand new to coding had a tough time keeping up and retaining all the material even though teachers taught it very well. If you're brand new to coding, know that your other classmates may have studied a lot before the...See more"
1358,General Assembly,4.5/5,UX Part-Time,4,5,5,4,4,"I took the UX part-time 10 week intensive. I still had to work full-time to support myself, so it was the best option at the time. My instructors were great and very well-experienced. One was a UX designer at Google and the other had a long history of UX design work for multiple businesses, and non-profit organizations as an activist. Overall great experience. It was tough managing time (it does get more intensive as the program progresses!), but it's all apart of the game. I can't comment too...See more",Classroom experience was great. Sharing thoughts and seeing other people's work. Working in groups. Direct feedback from expert instructors. Clean and modern atmosphere in the heart of downtown SF. Loan is 0% interest.,"Suite of job resources reserved for full-time students. Most likely will have to take a salary cut to start fresh in UX (especially if you're like me, 30 with an already established career you've built). Depending on if you go UX design or...See more"
1359,General Assembly,4.5/5,Amazing How Much I Learned!,5,5,5,2,5,"I loved the professors, and the curriculum. I always felt supported by them. I can't believe I can create full stack websites after such a short time. ","Online courses, different curriculums, class unity. ",The tech learned can be different than in the description because it is up to professors. The outcomes/ job support is non-existant. May have been my particular outcomes leader. 
1360,General Assembly,4.5/5,Excellent teachers with a relevant and applicable curriculum.,5,5,5,4,5,GA was an intense and rewarding program. The teaching staff were available almost 24/7 and were incredibly knowledgeable and helpful in every way. I can’t recommend this program enough to anyone who is interested in furthering their knowledge base in software engineering. ,"- Relevant curriculum 
- Amazing instructors 
- Motivating atmosphere 
- Tons of resources 
- Great outcomes team ",- Could do a bit more guided instruction on data structures so brush up on that a bit before attending. 
1361,General Assembly,4.5/5,UX design class,4,4,3,2,4,"It was a 3 month course, fast paced bootcamp experience. Didn't have a lot of time to process the information, but it was totally worth it. I work well under that kind of pressure.","Like the class atmosphere, have group chat and exercises every class and that helps a lot. The instructors are very patient and not selfish to share and had a lot of real world examples.","Having two instructors was too confusing sometimes, maybe they didn't cooperate enough. They were both full time ux designers but this was obviously their first time teaching. "
1362,General Assembly,4.5/5,Great for Newbies,5,5,4,1,5,I've taken 2 part-time cohorts at GA. The instructors are really TOP NOTCH and have so much real world knowledge to offer.  I really enjoyed the pacing and felt that I really understood all the concepts well enough  to apply at work,Great instructors! Great curriculum. It reaches you the job,"Coming back for a second time, I was disappointed in the classes. There should be something for folks who are not intro level, but not experts either. "
1363,General Assembly,4.5/5,"A guided &amp; enthusiasic, fast paced experience",5,5,5,5,5,"I had an incredible experience attending General Assembly in Denver.  I was well prepared for the course expectations and the speed of the program was just the right pace to learn as much as we did over a 12 week period. The instructors are enthusiastic and available to guide and inspire during and after the course.  I learned a lot, and feel prepared for the job hunt (But COVID-19 disrupted the industry)!",The instructors are well suited to teach current market trends and cover every design process to give you what you need to start a junior/mid-level position in the chosen industry. Size matters.  The staff is small and the classes are...See more,"COVID/pandemic happened 2 weeks before graduation & was out of GA's control.  We had to finish remotely, & job postings dipped. The cons would appear to live within the individual and how a student overcomes insecurities and fears that...See more"
1364,General Assembly,4.5/5,Good for getting started if you don't know where to begin.,4,4,3,3,4,"Having very little programming background, I wanted to take a bootcamp because I knew it would provide the structure, guidance, and curriculum to follow that I otherwise would not have had if I attempted to go the self teaching route. Overall, I'm happy with my experience as I did learn an immense amount if a short amount of time but I feel like the curriculum does not really dive deep enough or provide all the experience necessary to really get you job ready once it's over.","- Knowledgeable and helpful instructors.
- Covers a wide range of different technologies.
- Opportunity to create 4 projects you can add to your portfolio.
",- Only covers the basics of each programming language and technology. Need to do self research to learn the more advanced concepts.
1365,General Assembly,4.5/5,Great experience,5,5,5,5,5,I have enjoyed my time a lot and I feel I learned a lot more than what I had in the past being self taught. They teach you a lot including how to keep on learning down the road. The environment is also very inclusive for people of all identities and backgrounds so it's a safe friendly and supportive place. They also teach strategies to job hunt and build resumes and do welp on interviews too.,"Good support, instruction, and curriculum.","Only bad thing I can think of is that because it's so fast paced it can be overwhelming at times, but that comes with the territory of any program like this."
1366,General Assembly,4.5/5,"The Honorable, Amazing, Intensive Experience at General Assembly",5,5,5,3,5,"I loved everything about General Assembly. This boot camp was everything I was looking for in a coding immersive. There were many coding challenges to complete and we learned quite a bit about the Software Engineering process. I took this boot camp primarily online, which was preferred. The teachers of the course were very knowledgeable and were very patient when answering questions.","-Great teachers
-Great people
-Good Milestone Projects
-Good Structure of classes, information","-Very intense, you will be doing coding every day like a full time job.
-Very time sensitive, there is wiggle room but every assignment should at least be attempted"
1367,General Assembly,4.5/5,Know what you are looking for,4,3,5,4,4,"Overall,
I feel confident I can build full-stack applications; which was my primary goal. The job support is probably great but I didn’t go in with the intent of finding work so I’m probably not using them to their full capacity. The curriculum was good, however, now that I am back in industry I wish they would have spent more time on algorithms and data structures. That’s half the battle when applying to top tech companies. I didn’t care for my instructor, but it’s the luck of the draw so...See more","Tons of projects 
The outcomes team is amazing",The instructors can be a hit or miss. 
1368,General Assembly,4.5/5,Incredible experience,5,5,5,5,5,"If you’re thinking about attending a bootcamp, I can’t recommend General Assembly enough! Before joining, my JavaScript skills consisted of console.log(“Hello world”). Not yet finished with the course but I am already able to build full stack MERN applications. The knowledge I’ve gained is mind-blowing. The instructors are amazing! The curriculum is solid. If you want to learn how to code, GA is where it’s at. ","Instructors teach you how to teach yourself. Instead of simply giving you an answer, they teach you the critical thinking and problem solving skills needed to figure it out on your own. I have no doubt in my ability to teach myself any new...See more",The curriculum is fast paced. If you want to get the most out of the program you should expect to spend many hours outside of class practicing and reviewing lessons. I suspect this will be the same for any bootcamp you attend. This is not...See more
1369,General Assembly,4.5/5,An excellent (and broad) primer on the technologies and mindset necessary for Software Engineering work. But be prepared...,4,5,4,4,4,"I completed a 14-week software engineering immersive/bootcamp with General Assembly in April 2020. I'd dabbled in basic HTML in high school, but this was an entirely different, comprehensive overview of the best practices and in-demand technologies germane to developer work (in 2020.) Since I had no real computer science or software development background, much of the practical elements represented a steep learning curve for me. However - and this was the most important aspect of the bootcamp...See more","- extremely thorough coverage of several in-demand scripting languages, technical stacks, and engineering principles.","- lack of direct focus on coding challenges, algorithms, and other computer science principles that are important in job seeking for developers."
